"Xarxa","Date","status","Long_","Lat","Year"
"orange","12/11/2019","0",2.1427,41.43763,"2019"
"orange","12/11/2019","0",2.14295,41.4378,"2019"
"orange","12/11/2019","0",2.14267,41.43752,"2019"
"orange","12/11/2019","0",2.14285,41.43775,"2019"
"orange","16/01/2019","0",2.1846,41.54634,"2019"
"orange","31/12/2019","0",1.73412,41.59113,"2019"
"orange","31/12/2019","0",1.73416,41.59131,"2019"
"movistar","31/12/2019","0",1.76237,41.93352,"2019"
"orange","31/12/2019","0",1.734,41.59107,"2019"
"orange","31/12/2019","0",1.73423,41.59118,"2019"
"movistar","31/12/2019","0",2.00915,41.57366,"2019"
"vodafone","31/12/2019","0",3.02243,41.79249,"2019"
"orange","31/12/2019","0",1.73414,41.59114,"2019"
"movistar","31/12/2019","0",1.76241,41.93352,"2019"
"orange","31/12/2019","0",0.97506,41.21179,"2019"
"orange","31/12/2019","0",2.32017,41.4987,"2019"
"orange","31/12/2019","0",2.31965,41.49882,"2019"
"movistar","31/12/2019","0",1.76249,41.9335,"2019"
"orange","31/12/2019","0",1.73409,41.59118,"2019"
"orange","31/12/2019","0",1.7341,41.59124,"2019"
"orange","31/12/2019","0",1.73441,41.59107,"2019"
"orange","31/12/2019","0",1.73405,41.59112,"2019"
"movistar","31/12/2019","0",1.76241,41.93352,"2019"
"orange","31/12/2019","0",2.29024,41.62925,"2019"
"orange","31/12/2019","0",2.29008,41.62932,"2019"
"movistar","31/12/2019","0",1.76238,41.93352,"2019"
"vodafone","31/12/2019","0",2.22541,41.41753,"2019"
"vodafone","31/12/2019","0",2.15351,41.43243,"2019"
"vodafone","31/12/2019","0",2.15692,41.42926,"2019"
"movistar","31/12/2019","0",1.7624,41.93352,"2019"
"orange","31/12/2019","0",1.73421,41.59116,"2019"
"orange","31/12/2019","0",1.73396,41.59136,"2019"
"movistar","31/12/2019","0",1.86294,42.25239,"2019"
"vodafone","31/12/2019","0",2.95924,42.26322,"2019"
"orange","31/12/2019","0",2.29006,41.6296,"2019"
"movistar","31/12/2019","0",1.76249,41.9335,"2019"
"vodafone","31/12/2019","0",2.15884,41.42281,"2019"
"movistar","31/12/2019","0",1.86546,42.2511,"2019"
"movistar","31/12/2019","0",1.86532,42.25112,"2019"
"orange","31/12/2019","0",1.73414,41.5912,"2019"
"orange","31/12/2019","0",1.73414,41.5912,"2019"
"orange","31/12/2019","0",1.73414,41.5912,"2019"
"movistar","30/12/2019","0",2.00914,41.57365,"2019"
"movistar","30/12/2019","0",1.10152,41.14536,"2019"
"movistar","30/12/2019","0",1.72887,41.22279,"2019"
"vodafone","30/12/2019","0",2.1857,41.40948,"2019"
"movistar","30/12/2019","0",1.10158,41.14543,"2019"
"yoigo","30/12/2019","0",0.62921,41.61278,"2019"
"movistar","30/12/2019","0",2.00919,41.57373,"2019"
"yoigo","30/12/2019","0",2.85974,42.22342,"2019"
"orange","30/12/2019","0",2.28997,41.62936,"2019"
"orange","30/12/2019","0",2.28982,41.62908,"2019"
"orange","30/12/2019","0",2.28999,41.62942,"2019"
"orange","30/12/2019","0",2.15807,41.4145,"2019"
"movistar","30/12/2019","0",1.10157,41.14544,"2019"
"orange","30/12/2019","0",2.28977,41.6291,"2019"
"orange","30/12/2019","0",2.29008,41.62917,"2019"
"movistar","30/12/2019","0",1.10154,41.14543,"2019"
"orange","30/12/2019","0",2.28995,41.6293,"2019"
"yoigo","30/12/2019","0",3.10457,42.25497,"2019"
"yoigo","30/12/2019","0",3.10457,42.25497,"2019"
"orange","30/12/2019","0",2.29004,41.62922,"2019"
"orange","30/12/2019","0",2.29006,41.62963,"2019"
"orange","30/12/2019","0",2.28989,41.62929,"2019"
"orange","30/12/2019","0",2.29036,41.62974,"2019"
"movistar","29/12/2019","0",1.10151,41.14537,"2019"
"movistar","29/12/2019","0",1.10852,41.1596,"2019"
"yoigo","29/12/2019","0",2.85974,42.22367,"2019"
"movistar","29/12/2019","0",2.70412,41.64212,"2019"
"orange","29/12/2019","0",2.01271,41.55482,"2019"
"movistar","29/12/2019","0",2.70354,41.64186,"2019"
"orange","29/12/2019","0",2.01255,41.55499,"2019"
"orange","29/12/2019","0",2.01279,41.55471,"2019"
"movistar","29/12/2019","0",2.00914,41.57382,"2019"
"yoigo","29/12/2019","0",2.85983,42.22353,"2019"
"movistar","29/12/2019","0",1.10856,41.1596,"2019"
"vodafone","29/12/2019","0",2.00563,41.29716,"2019"
"vodafone","29/12/2019","0",2.00558,41.29706,"2019"
"vodafone","29/12/2019","0",2.00563,41.29692,"2019"
"vodafone","29/12/2019","0",2.00553,41.29709,"2019"
"vodafone","29/12/2019","0",2.00554,41.29707,"2019"
"vodafone","29/12/2019","0",2.00561,41.29694,"2019"
"vodafone","29/12/2019","0",2.0056,41.29714,"2019"
"vodafone","29/12/2019","0",2.00554,41.29715,"2019"
"vodafone","29/12/2019","0",2.0056,41.29718,"2019"
"vodafone","29/12/2019","0",2.00566,41.2972,"2019"
"vodafone","29/12/2019","0",2.00553,41.29725,"2019"
"vodafone","29/12/2019","0",2.00567,41.29719,"2019"
"vodafone","29/12/2019","0",2.00571,41.29728,"2019"
"vodafone","29/12/2019","0",2.0056,41.2972,"2019"
"vodafone","29/12/2019","0",2.00554,41.29711,"2019"
"vodafone","29/12/2019","0",2.00555,41.29693,"2019"
"vodafone","29/12/2019","0",1.91523,41.27436,"2019"
"vodafone","29/12/2019","0",1.91452,41.27438,"2019"
"vodafone","29/12/2019","0",1.91455,41.27446,"2019"
"vodafone","29/12/2019","0",1.91453,41.27452,"2019"
"vodafone","29/12/2019","0",1.9145,41.27471,"2019"
"vodafone","29/12/2019","0",1.9142,41.27498,"2019"
"vodafone","29/12/2019","0",1.91422,41.27464,"2019"
"vodafone","29/12/2019","0",1.91496,41.27487,"2019"
"movistar","29/12/2019","0",1.10854,41.1596,"2019"
"movistar","29/12/2019","0",2.70368,41.64247,"2019"
"movistar","29/12/2019","0",2.70379,41.64229,"2019"
"yoigo","29/12/2019","0",2.85985,42.2236,"2019"
"orange","29/12/2019","0",1.73414,41.5912,"2019"
"vodafone","29/12/2019","0",2.00528,41.29694,"2019"
"movistar","29/12/2019","0",1.1015,41.14536,"2019"
"movistar","29/12/2019","0",1.10155,41.14544,"2019"
"orange","29/12/2019","0",1.73414,41.5912,"2019"
"movistar","28/12/2019","0",1.76243,41.9334,"2019"
"orange","28/12/2019","0",2.21603,41.45522,"2019"
"yoigo","28/12/2019","0",2.85966,42.22373,"2019"
"orange","28/12/2019","0",0.63735,41.8161,"2019"
"yoigo","28/12/2019","0",2.85969,42.22351,"2019"
"movistar","28/12/2019","0",2.16529,41.4254,"2019"
"movistar","28/12/2019","0",1.10155,41.14544,"2019"
"vodafone","28/12/2019","0",2.00525,41.29694,"2019"
"vodafone","28/12/2019","0",2.00554,41.29688,"2019"
"vodafone","28/12/2019","0",2.00531,41.29681,"2019"
"vodafone","28/12/2019","0",2.00564,41.29706,"2019"
"vodafone","28/12/2019","0",2.0054,41.29692,"2019"
"vodafone","28/12/2019","0",2.00521,41.29681,"2019"
"vodafone","28/12/2019","0",2.00517,41.29688,"2019"
"vodafone","28/12/2019","0",2.00519,41.29687,"2019"
"vodafone","28/12/2019","0",2.00504,41.29663,"2019"
"vodafone","28/12/2019","0",2.00577,41.29694,"2019"
"vodafone","28/12/2019","0",2.00544,41.29697,"2019"
"vodafone","28/12/2019","0",2.00565,41.29701,"2019"
"vodafone","28/12/2019","0",1.9152,41.27394,"2019"
"vodafone","28/12/2019","0",1.91503,41.27445,"2019"
"vodafone","28/12/2019","0",1.91419,41.27504,"2019"
"vodafone","28/12/2019","0",1.91525,41.27405,"2019"
"vodafone","28/12/2019","0",1.91526,41.27415,"2019"
"vodafone","28/12/2019","0",1.91512,41.27408,"2019"
"vodafone","28/12/2019","0",1.91526,41.27416,"2019"
"vodafone","28/12/2019","0",1.91535,41.27422,"2019"
"vodafone","28/12/2019","0",1.91546,41.27422,"2019"
"vodafone","28/12/2019","0",1.91456,41.27461,"2019"
"yoigo","28/12/2019","0",2.85978,42.22364,"2019"
"movistar","28/12/2019","0",2.00917,41.57366,"2019"
"orange","28/12/2019","0",1.73411,41.59107,"2019"
"orange","28/12/2019","0",2.13674,41.40976,"2019"
"vodafone","28/12/2019","0",3.02354,41.793,"2019"
"orange","28/12/2019","0",2.13793,41.41036,"2019"
"orange","28/12/2019","0",2.1376,41.41016,"2019"
"movistar","28/12/2019","0",1.10154,41.14544,"2019"
"vodafone","28/12/2019","0",2.1772,41.40566,"2019"
"vodafone","28/12/2019","0",2.17762,41.40545,"2019"
"vodafone","28/12/2019","0",2.17826,41.40488,"2019"
"orange","28/12/2019","0",2.13762,41.41031,"2019"
"orange","28/12/2019","0",2.13794,41.41021,"2019"
"orange","28/12/2019","0",2.137,41.41238,"2019"
"orange","28/12/2019","0",2.13648,41.4111,"2019"
"orange","28/12/2019","0",2.13838,41.40742,"2019"
"orange","28/12/2019","0",2.14242,41.40519,"2019"
"orange","28/12/2019","0",2.14688,41.40578,"2019"
"orange","28/12/2019","0",2.15131,41.40814,"2019"
"orange","28/12/2019","0",2.15387,41.40924,"2019"
"orange","28/12/2019","0",2.15679,41.41138,"2019"
"vodafone","28/12/2019","0",1.99076,41.30737,"2019"
"orange","28/12/2019","0",1.73465,41.5908,"2019"
"orange","28/12/2019","0",1.73465,41.5908,"2019"
"movistar","28/12/2019","0",2.00916,41.57366,"2019"
"movistar","28/12/2019","0",1.10183,41.1456,"2019"
"orange","28/12/2019","0",1.73414,41.5912,"2019"
"orange","28/12/2019","0",1.73414,41.5912,"2019"
"orange","28/12/2019","0",2.01254,41.55482,"2019"
"movistar","28/12/2019","0",2.70391,41.64231,"2019"
"movistar","28/12/2019","0",2.70416,41.64216,"2019"
"movistar","28/12/2019","0",2.70372,41.64252,"2019"
"movistar","28/12/2019","0",2.70395,41.64222,"2019"
"movistar","28/12/2019","0",2.70417,41.64213,"2019"
"movistar","28/12/2019","0",2.70329,41.64194,"2019"
"movistar","28/12/2019","0",2.73474,41.64161,"2019"
"movistar","28/12/2019","0",2.73551,41.64179,"2019"
"movistar","28/12/2019","0",2.73557,41.6421,"2019"
"movistar","28/12/2019","0",2.73534,41.64195,"2019"
"movistar","28/12/2019","0",2.73586,41.64167,"2019"
"movistar","28/12/2019","0",2.7356,41.64193,"2019"
"movistar","28/12/2019","0",2.73557,41.64152,"2019"
"movistar","28/12/2019","0",2.73564,41.64202,"2019"
"movistar","28/12/2019","0",2.73565,41.64172,"2019"
"movistar","28/12/2019","0",2.73553,41.64196,"2019"
"movistar","28/12/2019","0",2.73579,41.64182,"2019"
"orange","28/12/2019","0",1.73414,41.5912,"2019"
"orange","28/12/2019","0",1.73414,41.5912,"2019"
"yoigo","28/12/2019","0",2.85963,42.22344,"2019"
"movistar","27/12/2019","0",1.1015,41.14536,"2019"
"yoigo","27/12/2019","0",2.09787,41.32093,"2019"
"yoigo","27/12/2019","0",2.09825,41.32083,"2019"
"orange","27/12/2019","0",1.73414,41.5912,"2019"
"yoigo","27/12/2019","0",2.09822,41.3207,"2019"
"orange","27/12/2019","0",2.09754,41.32089,"2019"
"movistar","27/12/2019","0",2.73589,41.6421,"2019"
"movistar","27/12/2019","0",2.73585,41.64185,"2019"
"movistar","27/12/2019","0",2.7358,41.64221,"2019"
"orange","27/12/2019","0",1.73414,41.5912,"2019"
"orange","27/12/2019","0",2.32034,41.49883,"2019"
"orange","27/12/2019","0",2.32115,41.49924,"2019"
"movistar","27/12/2019","0",1.59682,41.19888,"2019"
"yoigo","27/12/2019","0",2.09763,41.32105,"2019"
"orange","27/12/2019","0",2.32026,41.49891,"2019"
"orange","27/12/2019","0",2.32051,41.49875,"2019"
"orange","27/12/2019","0",2.32086,41.49873,"2019"
"movistar","27/12/2019","0",1.5966,41.19877,"2019"
"orange","27/12/2019","0",2.32024,41.49889,"2019"
"orange","27/12/2019","0",2.32066,41.49905,"2019"
"movistar","27/12/2019","0",1.59656,41.19855,"2019"
"orange","27/12/2019","0",2.32027,41.49883,"2019"
"movistar","27/12/2019","0",1.59659,41.19878,"2019"
"orange","27/12/2019","0",2.32036,41.49866,"2019"
"orange","27/12/2019","0",2.31994,41.4982,"2019"
"movistar","27/12/2019","0",2.70371,41.64227,"2019"
"movistar","27/12/2019","0",2.70403,41.64222,"2019"
"movistar","27/12/2019","0",1.10149,41.14538,"2019"
"movistar","27/12/2019","0",2.70456,41.64254,"2019"
"movistar","27/12/2019","0",2.70419,41.64207,"2019"
"movistar","27/12/2019","0",2.70401,41.64228,"2019"
"movistar","27/12/2019","0",1.865,42.25027,"2019"
"movistar","27/12/2019","0",1.86482,42.2504,"2019"
"orange","27/12/2019","0",2.0973,41.32132,"2019"
"orange","27/12/2019","0",2.21603,41.45522,"2019"
"movistar","27/12/2019","0",1.76243,41.93344,"2019"
"orange","26/12/2019","0",2.21605,41.45522,"2019"
"movistar","26/12/2019","0",1.10149,41.14536,"2019"
"orange","26/12/2019","0",2.15735,41.41452,"2019"
"orange","26/12/2019","0",2.15738,41.41451,"2019"
"orange","26/12/2019","0",2.15711,41.41438,"2019"
"orange","26/12/2019","0",2.15788,41.41447,"2019"
"movistar","26/12/2019","0",0.39862,40.92174,"2019"
"movistar","26/12/2019","0",1.59678,41.19894,"2019"
"movistar","26/12/2019","0",2.70402,41.64227,"2019"
"movistar","26/12/2019","0",2.7036,41.64262,"2019"
"movistar","26/12/2019","0",2.70405,41.64207,"2019"
"orange","26/12/2019","0",0.63673,41.81631,"2019"
"orange","26/12/2019","0",0.63727,41.81611,"2019"
"orange","26/12/2019","0",2.15736,41.41458,"2019"
"orange","26/12/2019","0",2.15879,41.41439,"2019"
"orange","26/12/2019","0",2.15856,41.41243,"2019"
"orange","26/12/2019","0",2.15711,41.41048,"2019"
"orange","26/12/2019","0",2.1534,41.4084,"2019"
"orange","26/12/2019","0",2.15216,41.40824,"2019"
"orange","26/12/2019","0",2.1483,41.40612,"2019"
"orange","26/12/2019","0",2.143,41.40599,"2019"
"orange","26/12/2019","0",2.13862,41.40349,"2019"
"orange","26/12/2019","0",2.13671,41.4033,"2019"
"orange","26/12/2019","0",2.13567,41.40501,"2019"
"orange","26/12/2019","0",2.134,41.40836,"2019"
"orange","26/12/2019","0",2.13535,41.40905,"2019"
"orange","26/12/2019","0",2.13774,41.41033,"2019"
"orange","26/12/2019","0",2.21731,41.45436,"2019"
"orange","26/12/2019","0",2.16988,41.40729,"2019"
"movistar","26/12/2019","0",1.5965,41.19843,"2019"
"orange","26/12/2019","0",2.13966,41.41153,"2019"
"orange","26/12/2019","0",2.17047,41.40762,"2019"
"orange","26/12/2019","0",2.17066,41.40782,"2019"
"orange","26/12/2019","0",2.16981,41.40679,"2019"
"orange","26/12/2019","0",2.17008,41.40736,"2019"
"orange","26/12/2019","0",2.16963,41.40717,"2019"
"vodafone","26/12/2019","0",2.05384,41.47269,"2019"
"movistar","26/12/2019","0",1.76272,41.93328,"2019"
"movistar","26/12/2019","0",0.39972,40.92207,"2019"
"orange","26/12/2019","0",2.15687,41.41531,"2019"
"orange","26/12/2019","0",2.15733,41.41493,"2019"
"orange","26/12/2019","0",2.15761,41.41385,"2019"
"orange","26/12/2019","0",2.15641,41.41447,"2019"
"movistar","26/12/2019","0",2.70395,41.64212,"2019"
"movistar","26/12/2019","0",1.10152,41.14537,"2019"
"movistar","25/12/2019","0",1.10149,41.14537,"2019"
"movistar","25/12/2019","0",2.70409,41.64191,"2019"
"orange","25/12/2019","0",2.01256,41.55484,"2019"
"movistar","25/12/2019","0",2.70405,41.64213,"2019"
"orange","25/12/2019","0",2.15807,41.41447,"2019"
"movistar","25/12/2019","0",2.44801,41.54322,"2019"
"vodafone","25/12/2019","0",2.00501,41.29646,"2019"
"vodafone","25/12/2019","0",2.00527,41.29654,"2019"
"orange","25/12/2019","0",0.82456,41.54922,"2019"
"movistar","25/12/2019","0",0.81102,41.78825,"2019"
"movistar","25/12/2019","0",1.10152,41.14538,"2019"
"movistar","24/12/2019","0",1.76261,41.93335,"2019"
"orange","24/12/2019","0",2.16976,41.40725,"2019"
"orange","24/12/2019","0",2.32056,41.49855,"2019"
"orange","24/12/2019","0",2.32062,41.49891,"2019"
"orange","24/12/2019","0",2.32065,41.49865,"2019"
"orange","24/12/2019","0",2.32069,41.49892,"2019"
"orange","24/12/2019","0",2.3205,41.49911,"2019"
"orange","24/12/2019","0",2.32042,41.49881,"2019"
"orange","24/12/2019","0",2.32068,41.49884,"2019"
"orange","24/12/2019","0",2.32039,41.49873,"2019"
"orange","24/12/2019","0",2.32061,41.49897,"2019"
"orange","24/12/2019","0",2.32054,41.49876,"2019"
"orange","24/12/2019","0",2.32001,41.49878,"2019"
"orange","24/12/2019","0",2.32058,41.49875,"2019"
"orange","24/12/2019","0",2.32029,41.49887,"2019"
"orange","24/12/2019","0",2.32072,41.49899,"2019"
"orange","24/12/2019","0",2.32027,41.49887,"2019"
"orange","24/12/2019","0",2.32039,41.49859,"2019"
"orange","24/12/2019","0",2.32026,41.49878,"2019"
"orange","24/12/2019","0",2.32054,41.49867,"2019"
"orange","24/12/2019","0",2.01256,41.55484,"2019"
"orange","24/12/2019","0",2.32031,41.49887,"2019"
"orange","24/12/2019","0",2.17024,41.40731,"2019"
"orange","24/12/2019","0",2.15819,41.41423,"2019"
"orange","24/12/2019","0",2.16245,41.40737,"2019"
"orange","24/12/2019","0",2.16398,41.4064,"2019"
"yoigo","24/12/2019","0",2.86216,42.2222,"2019"
"orange","24/12/2019","0",2.17011,41.40711,"2019"
"orange","24/12/2019","0",2.17024,41.40749,"2019"
"movistar","24/12/2019","0",1.86505,42.25024,"2019"
"orange","24/12/2019","0",2.16434,41.40933,"2019"
"orange","24/12/2019","0",2.16436,41.4098,"2019"
"orange","24/12/2019","0",2.16233,41.412,"2019"
"orange","24/12/2019","0",2.16304,41.41286,"2019"
"orange","24/12/2019","0",2.16522,41.4126,"2019"
"movistar","24/12/2019","0",1.8647,42.25015,"2019"
"orange","24/12/2019","0",2.16313,41.41305,"2019"
"vodafone","24/12/2019","0",3.02355,41.79311,"2019"
"orange","24/12/2019","0",2.01257,41.55484,"2019"
"orange","24/12/2019","0",2.17025,41.40722,"2019"
"orange","24/12/2019","0",2.01251,41.55455,"2019"
"orange","24/12/2019","0",2.15696,41.41417,"2019"
"movistar","24/12/2019","0",1.86585,42.25026,"2019"
"orange","24/12/2019","0",2.15811,41.41406,"2019"
"movistar","24/12/2019","0",1.10149,41.14538,"2019"
"movistar","24/12/2019","0",2.00912,41.57343,"2019"
"movistar","24/12/2019","0",1.8649,42.25023,"2019"
"movistar","24/12/2019","0",1.86504,42.24987,"2019"
"orange","24/12/2019","0",2.15797,41.41447,"2019"
"orange","24/12/2019","0",2.15605,41.41606,"2019"
"vodafone","24/12/2019","0",2.17458,41.66528,"2019"
"orange","24/12/2019","0",0.82429,41.55023,"2019"
"movistar","24/12/2019","0",1.86514,42.24996,"2019"
"movistar","24/12/2019","0",2.70392,41.64232,"2019"
"movistar","24/12/2019","0",1.10152,41.14536,"2019"
"vodafone","24/12/2019","0",3.02357,41.79298,"2019"
"movistar","24/12/2019","0",2.00911,41.57365,"2019"
"movistar","23/12/2019","0",2.00916,41.57367,"2019"
"movistar","23/12/2019","0",2.16543,41.42516,"2019"
"orange","23/12/2019","0",2.15806,41.41452,"2019"
"orange","23/12/2019","0",1.73414,41.5912,"2019"
"orange","23/12/2019","0",1.73414,41.5912,"2019"
"movistar","23/12/2019","0",1.10158,41.14545,"2019"
"orange","23/12/2019","0",2.17011,41.40733,"2019"
"vodafone","23/12/2019","0",2.17557,41.66702,"2019"
"movistar","23/12/2019","0",1.10152,41.14542,"2019"
"yoigo","23/12/2019","0",2.85974,42.22344,"2019"
"orange","23/12/2019","0",2.16415,41.41189,"2019"
"orange","23/12/2019","0",2.01257,41.55487,"2019"
"vodafone","23/12/2019","0",2.21061,41.6745,"2019"
"movistar","23/12/2019","0",1.86504,42.25024,"2019"
"movistar","23/12/2019","0",1.86527,42.25047,"2019"
"movistar","23/12/2019","0",1.86497,42.25038,"2019"
"movistar","23/12/2019","0",1.86524,42.25016,"2019"
"movistar","23/12/2019","0",1.86585,42.25021,"2019"
"movistar","23/12/2019","0",1.86551,42.25036,"2019"
"movistar","23/12/2019","0",1.86529,42.25026,"2019"
"movistar","23/12/2019","0",1.86492,42.25019,"2019"
"movistar","23/12/2019","0",1.86534,42.25018,"2019"
"movistar","23/12/2019","0",2.70389,41.64222,"2019"
"movistar","23/12/2019","0",1.86529,42.25041,"2019"
"orange","23/12/2019","0",2.15809,41.4145,"2019"
"movistar","23/12/2019","0",1.86479,42.25002,"2019"
"movistar","23/12/2019","0",1.86505,42.25027,"2019"
"movistar","23/12/2019","0",1.10156,41.14546,"2019"
"vodafone","23/12/2019","0",2.21048,41.67457,"2019"
"movistar","23/12/2019","0",2.70395,41.64225,"2019"
"vodafone","23/12/2019","0",2.17521,41.66725,"2019"
"vodafone","23/12/2019","0",2.17548,41.66709,"2019"
"vodafone","23/12/2019","0",2.17562,41.66688,"2019"
"vodafone","23/12/2019","0",2.17662,41.66637,"2019"
"vodafone","23/12/2019","0",2.17543,41.66699,"2019"
"movistar","23/12/2019","0",2.25834,41.93065,"2019"
"orange","23/12/2019","0",2.13772,41.37865,"2019"
"yoigo","23/12/2019","0",2.03051,41.35234,"2019"
"vodafone","23/12/2019","0",2.17239,41.66927,"2019"
"movistar","23/12/2019","0",1.10154,41.14541,"2019"
"orange","23/12/2019","0",1.73415,41.59122,"2019"
"orange","23/12/2019","0",1.73408,41.59105,"2019"
"movistar","23/12/2019","0",0.39542,40.91354,"2019"
"movistar","23/12/2019","0",0.39567,40.91371,"2019"
"movistar","23/12/2019","0",0.39561,40.91395,"2019"
"vodafone","23/12/2019","0",2.05415,41.47239,"2019"
"vodafone","23/12/2019","0",2.05434,41.47186,"2019"
"vodafone","23/12/2019","0",2.05412,41.4724,"2019"
"vodafone","23/12/2019","0",2.05449,41.47247,"2019"
"vodafone","23/12/2019","0",2.05401,41.47261,"2019"
"vodafone","23/12/2019","0",2.05436,41.47286,"2019"
"vodafone","23/12/2019","0",2.05407,41.47272,"2019"
"vodafone","23/12/2019","0",2.05358,41.47274,"2019"
"vodafone","23/12/2019","0",2.05331,41.4727,"2019"
"vodafone","23/12/2019","0",2.0535,41.47333,"2019"
"vodafone","23/12/2019","0",2.05386,41.47288,"2019"
"vodafone","23/12/2019","0",2.05401,41.47255,"2019"
"vodafone","23/12/2019","0",2.05421,41.47222,"2019"
"movistar","23/12/2019","0",1.10153,41.14536,"2019"
"movistar","22/12/2019","0",2.00917,41.57366,"2019"
"movistar","22/12/2019","0",2.00916,41.57369,"2019"
"vodafone","22/12/2019","0",2.17837,41.40501,"2019"
"vodafone","22/12/2019","0",2.17218,41.40797,"2019"
"vodafone","22/12/2019","0",2.16984,41.4097,"2019"
"movistar","22/12/2019","0",2.70392,41.64224,"2019"
"orange","22/12/2019","0",0.82435,41.54924,"2019"
"movistar","22/12/2019","0",2.70412,41.64203,"2019"
"movistar","22/12/2019","0",2.70416,41.64173,"2019"
"movistar","22/12/2019","0",2.00917,41.57369,"2019"
"orange","22/12/2019","0",0.63035,41.60324,"2019"
"movistar","22/12/2019","0",2.70402,41.64222,"2019"
"movistar","22/12/2019","0",2.70378,41.64208,"2019"
"vodafone","22/12/2019","0",2.15884,41.4227,"2019"
"vodafone","22/12/2019","0",2.15945,41.4225,"2019"
"orange","22/12/2019","0",1.73414,41.5912,"2019"
"vodafone","22/12/2019","0",2.15313,41.4328,"2019"
"vodafone","22/12/2019","0",2.10391,41.38432,"2019"
"vodafone","22/12/2019","0",2.04817,41.37264,"2019"
"vodafone","22/12/2019","0",1.99957,41.42734,"2019"
"vodafone","22/12/2019","0",1.93599,41.48129,"2019"
"vodafone","22/12/2019","0",1.87525,41.5307,"2019"
"vodafone","22/12/2019","0",1.83505,41.53805,"2019"
"vodafone","22/12/2019","0",1.8333,41.53601,"2019"
"vodafone","22/12/2019","0",1.83385,41.53598,"2019"
"movistar","22/12/2019","0",1.10149,41.14536,"2019"
"orange","22/12/2019","0",1.73414,41.5912,"2019"
"vodafone","22/12/2019","0",1.83364,41.53581,"2019"
"orange","22/12/2019","0",0.82519,41.54928,"2019"
"orange","22/12/2019","0",0.63734,41.81615,"2019"
"orange","22/12/2019","0",1.73414,41.5912,"2019"
"orange","22/12/2019","0",1.50191,42.0025,"2019"
"orange","22/12/2019","0",1.50204,42.0023,"2019"
"orange","22/12/2019","0",1.50277,42.00251,"2019"
"vodafone","22/12/2019","0",2.00571,41.29702,"2019"
"vodafone","22/12/2019","0",2.00541,41.29706,"2019"
"orange","22/12/2019","0",2.13757,41.41041,"2019"
"vodafone","22/12/2019","0",2.00553,41.29725,"2019"
"orange","22/12/2019","0",2.13701,41.41088,"2019"
"orange","22/12/2019","0",2.13745,41.4106,"2019"
"orange","22/12/2019","0",2.1378,41.41037,"2019"
"orange","22/12/2019","0",2.13997,41.41132,"2019"
"orange","22/12/2019","0",2.13749,41.41038,"2019"
"orange","22/12/2019","0",1.5021,42.00256,"2019"
"movistar","22/12/2019","0",2.24223,42.01317,"2019"
"orange","22/12/2019","0",2.39428,41.99093,"2019"
"orange","22/12/2019","0",2.13773,41.41051,"2019"
"orange","22/12/2019","0",2.13747,41.41042,"2019"
"orange","22/12/2019","0",1.73414,41.5912,"2019"
"orange","22/12/2019","0",2.13862,41.41109,"2019"
"movistar","22/12/2019","0",1.10348,41.14675,"2019"
"orange","22/12/2019","0",1.73414,41.5912,"2019"
"orange","22/12/2019","0",1.73414,41.5912,"2019"
"orange","22/12/2019","0",1.73414,41.5912,"2019"
"orange","22/12/2019","0",2.15989,41.41166,"2019"
"movistar","22/12/2019","0",1.10151,41.14535,"2019"
"orange","22/12/2019","0",2.15784,41.41466,"2019"
"yoigo","22/12/2019","0",2.85985,42.22355,"2019"
"orange","22/12/2019","0",2.15815,41.41461,"2019"
"orange","22/12/2019","0",2.15794,41.41477,"2019"
"movistar","21/12/2019","0",2.13836,41.48961,"2019"
"orange","21/12/2019","0",2.01259,41.55486,"2019"
"orange","21/12/2019","0",0.63735,41.8161,"2019"
"movistar","21/12/2019","0",2.00919,41.57368,"2019"
"vodafone","21/12/2019","0",2.17819,41.40473,"2019"
"orange","21/12/2019","0",0.63696,41.81586,"2019"
"orange","21/12/2019","0",0.63735,41.8161,"2019"
"movistar","21/12/2019","0",1.70911,41.65358,"2019"
"movistar","21/12/2019","0",1.26965,41.27461,"2019"
"movistar","21/12/2019","0",1.67166,41.19919,"2019"
"vodafone","21/12/2019","0",2.17941,41.40388,"2019"
"vodafone","21/12/2019","0",2.18039,41.40354,"2019"
"vodafone","21/12/2019","0",2.17892,41.4046,"2019"
"vodafone","21/12/2019","0",2.17848,41.40478,"2019"
"orange","21/12/2019","0",2.1374,41.37881,"2019"
"orange","21/12/2019","0",2.13755,41.37857,"2019"
"vodafone","21/12/2019","0",2.17663,41.40525,"2019"
"vodafone","21/12/2019","0",2.17655,41.40543,"2019"
"orange","21/12/2019","0",0.82469,41.5495,"2019"
"orange","21/12/2019","0",2.13782,41.41046,"2019"
"orange","21/12/2019","0",2.13761,41.41035,"2019"
"orange","21/12/2019","0",2.13995,41.4123,"2019"
"orange","21/12/2019","0",2.13588,41.41485,"2019"
"orange","21/12/2019","0",2.14154,41.4048,"2019"
"orange","21/12/2019","0",2.14226,41.40487,"2019"
"orange","21/12/2019","0",2.15155,41.40825,"2019"
"orange","21/12/2019","0",2.15451,41.41031,"2019"
"movistar","21/12/2019","0",1.67252,41.21064,"2019"
"movistar","21/12/2019","0",1.6726,41.21041,"2019"
